name,essround,edition,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,rlgblg,rlgdgr,rlgatnd,dscrgrp,ctzcntr,brncntr,hhmmb,gndr,agea,yrbrn,maritalb,domicil,eduyrs,pdwrk,uempla,uempli,emplrel,wkhtot,hinctnta,hincfel,dweight,pweight
ESS9e01_1,9,1.1,46495,CH,70,5,40,8,8,5,2,4,2,4,3,8,9,10,7,6,3,7,1,7,10,10,9,9,7,6,2,2,2,2,8,8,6,9,7,4,3,2,1,1,3,1,9,3,2,1,1,2,1,63,1955,1,4,9,1,0,0,2,50,6,1,1,0.467903696
ESS9e01_1,9,1.1,46502,CH,30,2,NA,7,8,6,3,2,1,2,2,7,6,7,5,5,7,6,2,6,8,8,8,8,8,8,2,3,3,2,5,6,6,9,4,4,3,2,2,2,3,2,6,5,2,1,1,4,1,21,1997,6,4,9,1,0,0,1,0,NA,2,1,0.467903696
ESS9e01_1,9,1.1,46514,CH,15,5,210,2,3,4,1,4,3,2,3,4,2,1,0,3,0,1,3,5,10,10,0,8,2,9,0,1,1,1,10,5,10,7,6,4,4,1,1,1,2,1,5,5,1,1,1,5,1,17,2001,6,2,9,0,0,0,1,40,6,2,1,0.467903696
ESS9e01_1,9,1.1,46568,CH,45,5,360,7,8,8,2,4,3,4,3,6,7,9,7,5,5,4,NA,3,8,7,6,9,8,7,6,2,2,2,7,5,6,7,6,4,3,1,1,2,2,1,7,4,2,1,1,5,1,23,1995,6,3,14,0,0,0,1,15,9,1,1,0.467903696
ESS9e01_1,9,1.1,46600,CH,60,4,60,6,5,6,2,4,2,4,3,6,6,7,6,7,5,5,1,3,8,8,7,7,7,8,NA,2,3,2,7,7,8,8,6,5,4,2,2,2,3,1,5,4,2,1,1,2,2,65,1953,1,3,10,0,0,0,1,27,4,2,1,0.467903696
ESS9e01_1,9,1.1,46607,CH,30,2,NA,4,2,5,2,2,3,2,2,5,10,10,6,10,10,10,3,NA,8,9,NA,NA,9,2,2,2,3,3,6,9,8,8,2,2,1,2,2,2,3,1,9,6,2,2,2,2,1,NA,NA,1,4,10,1,0,0,1,42,2,2,1,0.467903696
ESS9e01_1,9,1.1,46611,CH,30,5,120,4,6,4,2,2,3,2,3,6,8,10,2,2,2,5,1,7,9,6,6,6,2,2,3,2,2,3,6,7,5,9,6,3,3,2,1,2,3,2,2,7,2,1,1,4,1,35,1983,1,4,9,1,0,0,1,41,6,2,1,0.467903696
ESS9e01_1,9,1.1,46628,CH,30,5,120,5,7,5,3,4,2,4,2,7,7,8,7,7,8,5,2,8,10,10,10,10,10,10,4,2,2,2,3,4,4,10,2,4,1,2,1,2,3,1,NA,3,2,1,1,5,1,21,1997,6,4,9,1,0,0,1,45,6,1,1,0.467903696
ESS9e01_1,9,1.1,46653,CH,60,5,120,6,8,5,2,2,1,5,4,5,4,7,3,3,0,5,1,6,9,7,5,8,9,9,NA,2,2,3,4,7,5,9,4,4,2,2,2,1,3,1,4,6,2,1,1,2,1,56,1962,1,4,13,1,0,0,1,45,5,2,1,0.467903696
ESS9e01_1,9,1.1,46670,CH,90,5,90,7,7,7,2,3,4,3,5,8,9,10,5,5,1,1,1,7,9,9,6,9,7,7,3,2,2,2,5,4,6,9,7,5,3,2,1,2,3,2,4,6,2,1,1,6,1,42,1976,1,5,11,1,0,0,1,45,8,1,1,0.467903696
ESS9e01_1,9,1.1,46686,CH,0,5,60,7,8,7,4,2,NA,NA,NA,NA,10,10,NA,NA,NA,NA,3,NA,8,NA,NA,NA,9,10,NA,3,3,3,5,9,4,9,4,3,3,2,1,3,2,1,10,3,NA,2,2,6,2,39,1979,1,4,12,0,0,0,NA,NA,2,3,1,0.467903696
ESS9e01_1,9,1.1,46709,CH,60,3,NA,5,8,9,4,4,NA,3,3,4,4,3,4,4,3,3,2,0,10,8,8,9,8,7,9,2,2,2,5,9,5,10,4,3,5,2,1,1,3,2,10,7,2,1,2,2,2,54,1964,4,3,11,0,0,0,1,40,NA,2,1,0.467903696
ESS9e01_1,9,1.1,46762,CH,20,5,120,5,8,10,3,1,3,NA,3,8,10,10,7,7,10,10,3,NA,10,10,10,10,10,10,10,1,1,2,8,5,NA,10,6,4,3,2,3,2,3,1,5,7,2,2,2,3,2,37,1981,1,4,17,1,0,0,1,28,3,1,1,0.467903696
ESS9e01_1,9,1.1,46781,CH,90,5,240,0,3,5,2,2,2,2,2,5,2,2,3,3,1,5,2,6,8,7,4,7,8,3,2,2,3,3,5,7,3,8,6,3,4,2,2,2,2,1,2,7,2,1,1,1,1,63,1955,5,3,9,1,0,0,1,42,10,1,1,0.467903696
ESS9e01_1,9,1.1,46817,CH,30,5,45,6,6,5,2,4,2,3,3,7,6,8,7,6,6,7,2,3,9,7,6,9,8,7,5,2,2,2,6,7,6,9,4,4,5,2,1,1,3,2,1,7,2,1,1,4,2,40,1978,1,4,14,1,0,0,1,35,9,2,1,0.467903696
ESS9e01_1,9,1.1,46840,CH,60,5,210,7,9,5,1,3,3,4,3,7,7,8,7,7,6,6,1,7,10,9,8,8,9,8,5,2,3,3,5,7,5,10,6,4,3,2,1,1,3,1,2,7,2,1,1,1,1,31,1987,6,3,9,1,0,0,1,46,5,1,1,0.467903696
ESS9e01_1,9,1.1,46842,CH,10,5,300,7,7,9,3,3,2,3,2,7,7,7,7,7,7,7,2,3,9,9,9,8,9,6,3,3,3,2,5,5,5,9,4,6,3,2,2,1,3,1,2,6,2,1,1,2,2,50,1968,4,4,9,1,0,0,1,30,1,2,1,0.467903696
ESS9e01_1,9,1.1,46853,CH,10,5,120,9,9,7,2,4,2,4,3,8,9,8,7,5,6,8,1,8,8,7,6,7,5,7,9,1,2,2,8,9,6,8,5,1,2,2,2,2,3,1,6,6,2,1,1,4,2,52,1966,1,2,17,1,0,0,1,46,10,1,1,0.467903696
ESS9e01_1,9,1.1,46878,CH,60,5,720,3,5,6,2,3,2,3,1,7,9,10,5,7,4,7,3,5,6,5,7,7,8,7,5,3,3,1,5,5,9,8,5,3,5,2,2,2,NA,NA,5,7,2,2,2,4,2,20,1998,6,4,10,1,0,0,1,NA,10,3,1,0.467903696
ESS9e01_1,9,1.1,46910,CH,10,5,90,7,9,7,3,5,1,5,1,8,9,9,7,6,7,9,3,4,9,9,8,10,10,7,NA,2,2,2,5,8,6,10,7,5,4,2,3,2,3,1,6,5,2,1,1,4,2,17,2001,6,3,10,0,0,0,NA,NA,NA,1,1,0.467903696
ESS9e01_1,9,1.1,46960,CH,60,4,60,6,5,4,3,3,2,3,2,7,7,10,7,7,7,8,3,6,8,7,7,8,7,7,8,2,2,2,8,8,6,8,4,1,3,2,2,2,3,1,6,4,2,2,2,4,2,43,1975,1,3,9,0,1,0,1,45,4,2,1,0.467903696
ESS9e01_1,9,1.1,46964,CH,30,5,420,9,8,3,3,4,2,3,2,7,9,9,6,7,6,7,1,2,7,8,7,9,8,8,6,1,1,1,7,7,7,8,5,3,2,2,1,1,3,2,1,7,2,1,1,5,2,41,1977,6,4,17,1,0,0,1,8,8,1,1,0.467903696
ESS9e01_1,9,1.1,47093,CH,30,5,480,7,7,9,3,3,1,4,1,5,8,10,3,5,3,2,1,5,8,8,8,9,9,5,3,1,1,2,8,9,8,7,4,1,5,1,1,2,3,2,7,5,2,1,1,2,1,53,1965,1,4,14,1,0,0,1,45,9,2,1,0.467903696
ESS9e01_1,9,1.1,47114,CH,120,5,300,7,8,9,2,2,2,3,4,8,8,3,5,5,5,5,3,5,8,8,6,7,4,9,9,1,1,1,10,10,10,8,6,4,4,2,1,1,3,1,9,4,2,2,2,2,2,46,1972,1,3,19,0,1,0,1,45,6,1,1,0.467903696
ESS9e01_1,9,1.1,47122,CH,120,5,240,8,8,7,2,3,4,3,4,7,8,8,7,7,7,5,NA,6,10,8,9,7,6,8,5,1,2,2,9,8,9,10,6,6,2,2,2,1,3,2,2,6,2,1,1,5,2,36,1982,6,4,10,1,0,0,2,60,7,1,1,0.467903696
ESS9e01_1,9,1.1,47124,CH,60,5,90,7,8,8,1,5,4,3,4,4,5,7,4,4,0,5,1,9,9,9,8,10,7,4,0,3,3,3,6,6,5,9,6,2,3,2,1,1,3,2,3,7,2,1,1,4,1,63,1955,1,4,6,1,0,0,2,5,7,1,1,0.467903696
ESS9e01_1,9,1.1,47136,CH,45,5,120,4,6,6,3,3,3,3,3,7,6,7,6,6,6,6,3,5,9,8,8,8,8,8,5,2,3,3,5,5,5,9,6,3,3,2,3,2,3,2,4,6,2,1,1,4,2,17,2001,6,4,11,0,0,0,1,8,5,1,1,0.467903696
ESS9e01_1,9,1.1,47173,CH,90,5,60,6,7,5,2,2,4,3,3,3,7,7,5,5,3,4,1,4,8,8,5,8,8,2,6,2,2,2,4,8,5,10,6,4,4,2,1,2,3,1,5,6,2,1,1,4,1,51,1967,1,3,10,1,0,0,1,40,8,2,1,0.467903696
ESS9e01_1,9,1.1,47174,CH,30,5,30,4,7,7,4,2,1,2,1,NA,7,9,4,4,5,NA,3,5,8,8,8,9,9,10,5,2,2,3,7,6,7,8,5,1,2,2,1,1,3,1,10,5,2,2,2,6,1,32,1986,1,4,9,1,0,0,1,42,3,4,1,0.467903696
ESS9e01_1,9,1.1,47181,CH,70,1,NA,6,7,4,3,4,2,4,3,7,8,8,7,7,5,8,1,7,6,7,7,8,8,8,3,2,3,3,4,6,5,6,5,4,2,1,1,2,2,1,7,6,2,1,1,1,1,56,1962,1,4,9,1,0,0,1,0,4,2,1,0.467903696
ESS9e01_1,9,1.1,47225,CH,30,5,60,7,10,4,1,3,2,2,3,6,5,9,7,3,4,8,NA,2,10,10,8,9,7,5,10,2,3,3,6,3,5,10,5,3,3,2,3,1,3,2,1,7,2,1,2,2,2,56,1962,5,4,9,0,0,0,1,40,6,1,1,0.467903696
ESS9e01_1,9,1.1,47248,CH,30,4,150,4,6,7,3,1,1,1,2,4,6,7,5,5,3,3,2,4,8,7,6,7,8,9,3,2,2,2,5,6,6,8,4,3,3,2,2,1,3,1,8,5,2,2,2,4,2,48,1970,1,3,4,1,0,0,1,0,9,1,1,0.467903696
ESS9e01_1,9,1.1,47266,CH,20,5,180,7,8,6,3,4,2,4,2,7,6,6,5,5,3,7,3,5,8,8,6,8,5,6,4,2,2,1,4,3,4,9,7,5,3,2,2,1,3,1,2,6,2,1,1,3,2,21,1998,6,3,9,1,0,0,1,47,2,1,1,0.467903696
ESS9e01_1,9,1.1,47321,CH,60,5,600,8,7,7,2,3,2,3,3,7,7,8,7,6,5,6,1,6,7,8,8,9,7,7,4,2,2,2,6,7,6,7,4,4,2,2,2,1,3,1,3,6,2,1,1,2,1,28,1991,6,3,9,1,0,0,1,45,5,1,1,0.467903696
ESS9e01_1,9,1.1,47339,CH,30,5,600,7,7,7,1,4,4,4,4,7,9,9,7,8,9,9,1,2,8,9,7,6,9,8,8,2,2,1,8,7,7,8,6,4,2,2,1,2,3,2,0,5,1,1,1,2,1,23,1996,6,3,14,0,0,0,1,48,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47429,CH,60,4,45,8,9,9,2,2,1,3,3,4,4,5,5,5,2,3,1,5,9,9,8,8,9,9,2,1,2,2,8,3,8,8,5,4,3,2,1,2,2,1,8,3,1,1,1,2,1,60,1958,1,5,9,1,0,0,3,45,3,1,1,0.467903696
ESS9e01_1,9,1.1,47431,CH,15,5,60,7,7,6,3,5,4,4,4,9,10,10,7,7,NA,8,1,1,9,8,8,9,8,8,7,2,2,2,9,7,8,8,6,4,4,2,1,2,3,1,3,5,2,1,1,2,1,34,1984,6,2,11,1,0,0,1,42,7,1,1,0.467903696
ESS9e01_1,9,1.1,47505,CH,60,5,60,7,9,8,3,2,1,3,2,7,6,6,5,5,5,6,2,7,9,8,7,8,7,6,3,2,2,2,5,5,5,9,6,5,2,2,2,2,2,2,1,7,2,1,1,1,1,71,1947,3,4,7,0,0,0,2,50,5,1,1,0.467903696
ESS9e01_1,9,1.1,47515,CH,30,5,120,4,8,3,3,4,3,4,3,NA,6,6,NA,NA,NA,NA,2,NA,9,7,NA,7,8,7,5,2,2,2,6,4,5,10,6,5,3,2,4,1,3,1,4,6,2,1,1,4,2,20,1998,6,3,10,0,0,0,1,42,8,1,1,0.467903696
ESS9e01_1,9,1.1,47578,CH,30,3,NA,7,4,5,4,3,1,3,2,5,9,9,5,5,5,5,3,5,10,NA,NA,8,7,9,NA,1,1,1,NA,8,8,10,6,3,4,2,2,2,3,1,7,5,2,1,1,5,2,19,1999,6,4,13,0,0,0,1,7,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47625,CH,30,3,NA,4,2,3,2,3,3,3,3,6,8,6,3,2,3,1,1,3,9,8,5,7,7,7,7,2,2,2,8,8,5,9,7,6,4,1,2,1,3,2,5,7,2,1,1,2,1,60,1958,1,3,19,1,0,0,2,80,9,2,1,0.467903696
ESS9e01_1,9,1.1,47635,CH,60,5,480,8,6,6,1,NA,5,NA,5,NA,NA,7,NA,NA,6,6,3,0,8,8,NA,NA,NA,7,8,1,1,1,10,10,10,7,5,4,3,1,2,1,3,2,0,5,2,2,2,3,2,39,1979,1,3,15,1,0,0,1,55,10,1,1,0.467903696
ESS9e01_1,9,1.1,47648,CH,30,5,180,NA,5,6,3,4,2,4,3,8,9,7,8,8,NA,NA,3,NA,8,8,7,8,7,9,3,3,4,3,4,4,5,9,7,5,3,1,1,1,3,1,2,5,2,1,1,2,2,15,2003,6,4,9,0,0,0,NA,NA,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47664,CH,0,5,180,7,5,6,3,2,3,4,4,7,9,9,NA,NA,8,9,3,5,9,8,8,9,7,8,6,2,2,2,8,5,7,10,4,6,2,2,2,2,3,1,6,6,2,1,1,4,2,16,2002,6,4,9,0,0,0,NA,NA,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47680,CH,20,5,150,6,9,7,3,4,2,3,2,8,8,9,8,8,7,7,3,5,10,8,8,9,8,8,6,1,1,1,6,5,5,9,4,4,2,2,1,1,3,2,0,7,2,2,1,4,2,18,2001,6,4,10,0,0,0,NA,NA,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47700,CH,15,5,30,7,8,9,4,1,1,2,1,10,9,9,7,7,6,7,3,NA,8,7,9,9,9,10,5,2,2,2,8,6,8,9,2,1,1,1,1,1,3,1,4,5,2,2,2,3,2,26,1992,1,4,0,0,0,0,1,30,2,3,1,0.467903696
ESS9e01_1,9,1.1,47704,CH,120,3,NA,7,8,6,2,NA,NA,3,3,7,8,8,6,6,5,7,1,5,10,8,8,8,NA,7,7,2,2,2,7,8,7,9,6,6,3,2,2,2,3,1,6,5,2,1,1,2,2,71,1947,1,3,9,0,0,0,1,30,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47719,CH,120,5,90,9,8,5,1,4,4,4,4,7,8,10,6,7,3,8,1,8,10,8,6,9,9,7,1,2,2,2,3,7,4,9,6,3,4,2,1,2,3,2,9,6,2,1,1,3,1,47,1971,6,4,16,1,0,0,1,66,10,1,1,0.467903696
ESS9e01_1,9,1.1,47796,CH,60,5,60,5,5,5,1,2,3,2,3,5,2,5,5,5,3,1,NA,5,8,8,5,2,NA,8,1,2,4,4,1,1,1,8,6,4,3,2,3,2,3,2,1,7,2,1,1,2,2,52,1966,4,5,33,1,0,0,1,45,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47864,CH,30,5,60,6,7,7,2,4,5,4,3,4,7,7,3,3,2,4,1,7,9,7,6,6,8,9,5,1,2,2,7,6,4,9,4,4,2,2,1,1,3,1,8,7,2,1,1,2,2,48,1970,1,4,9,1,0,0,1,42,6,1,1,0.467903696
ESS9e01_1,9,1.1,47880,CH,10,5,240,6,6,8,2,2,5,4,4,7,8,7,6,6,7,4,3,3,9,7,7,9,6,6,NA,1,1,1,6,8,7,8,6,5,3,2,2,2,3,2,6,6,2,1,1,4,1,21,1997,6,4,13,0,0,0,1,NA,6,1,1,0.467903696
ESS9e01_1,9,1.1,47919,CH,15,5,390,5,7,3,3,4,1,1,2,5,6,8,3,5,5,3,3,2,8,7,5,5,7,9,6,2,2,2,6,5,6,9,6,4,3,2,1,2,3,1,6,5,2,1,1,3,1,20,1998,6,1,11,1,0,0,1,32,NA,1,1,0.467903696
ESS9e01_1,9,1.1,47932,CH,0,5,180,5,4,4,4,4,1,1,1,5,6,6,4,1,0,5,2,NA,9,8,6,6,8,9,0,2,2,2,3,7,5,8,6,3,1,1,2,1,3,2,0,7,2,2,2,4,2,31,1987,1,4,15,0,0,0,1,40,4,2,1,0.467903696
ESS9e01_1,9,1.1,48010,CH,15,5,240,6,6,6,2,1,4,1,3,5,7,8,5,5,6,7,1,4,7,7,6,8,7,7,6,2,2,2,6,5,6,7,6,4,3,2,1,2,3,2,3,5,2,1,1,1,2,33,1985,6,1,18,1,0,0,1,45,NA,1,1,0.467903696
ESS9e01_1,9,1.1,48061,CH,60,4,35,4,7,6,3,2,1,2,NA,3,NA,8,0,0,0,0,2,NA,8,7,5,5,8,9,2,3,3,3,5,3,5,10,6,5,NA,2,2,2,3,1,7,5,2,1,1,2,1,62,1956,1,4,8,1,0,0,1,44,NA,1,1,0.467903696
ESS9e01_1,9,1.1,48102,CH,90,5,90,3,5,4,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,5,6,4,NA,7,7,5,5,2,2,2,7,7,5,7,4,4,3,2,1,2,3,1,5,4,NA,1,2,3,1,50,1968,1,3,7,1,0,0,1,42,NA,2,1,0.467903696
ESS9e01_1,9,1.1,48118,CH,60,5,90,7,7,8,3,4,3,4,2,7,8,8,7,8,8,7,1,4,8,7,8,8,8,7,7,2,2,2,7,7,7,8,6,5,2,2,2,2,3,1,7,6,2,1,1,2,2,48,1970,4,3,11,1,0,0,1,42,4,3,1,0.467903696
ESS9e01_1,9,1.1,48184,CH,75,5,120,8,7,4,1,4,1,4,1,9,9,9,7,5,7,3,3,6,4,8,8,9,8,7,5,1,1,1,10,10,8,4,4,2,2,2,1,3,2,2,3,7,2,2,2,3,1,65,1953,1,4,9,0,0,0,2,60,4,1,1,0.467903696
ESS9e01_1,9,1.1,48206,CH,15,1,NA,4,4,6,4,3,1,3,1,7,8,9,7,6,7,7,3,5,8,8,8,8,8,7,9,2,2,2,6,6,4,8,6,6,3,1,2,1,3,1,7,5,NA,2,2,2,1,62,1956,1,4,6,1,0,0,1,42,2,2,1,0.467903696
ESS9e01_1,9,1.1,48251,CH,20,5,120,8,8,5,3,1,1,1,1,5,7,8,5,5,7,7,3,3,8,8,7,8,8,8,7,2,2,2,7,7,5,8,6,1,2,2,2,2,3,2,2,7,2,2,1,2,2,28,1991,6,3,9,1,0,0,1,43,8,1,1,0.467903696
ESS9e01_1,9,1.1,48324,CH,60,5,300,7,3,3,3,1,2,2,3,3,3,3,0,4,0,0,2,3,10,5,2,0,2,1,4,3,3,3,1,1,2,10,7,4,5,2,2,1,2,2,0,7,2,1,1,3,2,37,1981,3,2,9,1,0,0,1,17,2,1,1,0.467903696
ESS9e01_1,9,1.1,48364,CH,10,5,270,4,5,6,3,3,3,2,3,4,3,1,2,2,0,2,2,5,6,4,2,3,0,4,6,2,2,2,7,3,5,4,4,6,2,2,2,2,3,1,10,6,2,1,1,2,1,27,1991,6,3,9,1,0,0,1,55,4,2,1,0.467903696
ESS9e01_1,9,1.1,48393,CH,5,5,210,6,3,3,3,4,3,3,3,7,7,8,5,6,5,5,2,3,7,8,6,7,8,8,5,1,1,1,9,5,9,8,6,4,2,1,1,3,3,1,8,5,1,1,1,4,1,24,1994,6,4,9,1,0,0,1,43,9,1,1,0.467903696
ESS9e01_1,9,1.1,48433,CH,30,5,120,2,10,0,3,3,2,3,2,5,5,5,5,5,5,3,1,8,5,5,10,10,3,10,3,3,3,2,5,6,10,10,4,1,1,2,1,2,3,2,7,4,2,1,1,1,2,56,1962,6,3,13,0,1,0,1,42,2,3,1,0.467903696
ESS9e01_1,9,1.1,48484,CH,120,4,30,9,8,8,2,5,2,3,5,8,9,10,7,7,6,6,1,6,10,10,9,10,8,8,0,2,2,2,7,4,7,10,6,1,3,2,1,3,2,2,5,6,2,1,2,2,1,77,1941,1,3,8,0,0,0,1,42,5,1,1,0.467903696
ESS9e01_1,9,1.1,48535,CH,120,5,420,5,2,5,3,4,1,4,2,5,5,5,5,5,5,5,2,5,10,7,5,7,5,10,8,2,2,1,5,5,5,10,3,2,3,2,2,1,2,1,5,7,2,1,1,2,1,51,1967,4,4,9,0,0,0,1,42,4,2,1,0.467903696
ESS9e01_1,9,1.1,48539,CH,120,5,360,5,9,0,2,4,2,2,2,7,5,8,5,5,3,0,2,5,8,8,8,10,7,8,2,NA,NA,NA,8,9,6,8,3,1,2,1,2,2,3,2,1,7,2,1,1,4,2,49,1969,6,3,10,1,0,0,1,32,9,2,1,0.467903696
ESS9e01_1,9,1.1,48546,CH,30,4,120,7,7,6,2,3,2,3,3,4,5,6,4,4,5,5,2,3,7,8,5,6,7,7,6,2,2,2,4,8,6,8,7,4,4,2,2,2,3,2,4,7,2,1,1,2,2,30,1988,6,3,15,1,0,0,1,0,7,1,1,0.467903696
ESS9e01_1,9,1.1,48581,CH,15,5,90,8,7,5,4,3,1,2,2,7,7,8,6,7,7,7,1,3,8,6,7,5,7,6,5,1,1,1,9,9,7,10,7,4,4,2,1,1,3,2,2,7,2,1,1,4,2,23,1995,6,4,18,0,0,0,1,6,9,1,1,0.467903696
ESS9e01_1,9,1.1,62,CY,60,2,NA,3,3,3,2,1,4,1,3,2,8,5,3,4,4,7,1,0,10,5,4,6,6,2,10,3,3,4,0,3,5,9,7,2,5,2,2,1,3,1,7,5,2,1,1,2,1,55,1963,6,2,12,1,0,0,2,48,5,2,0.8594287633895874,0.092694878
ESS9e01_1,9,1.1,91,CY,120,5,120,5,5,5,4,1,1,1,1,1,3,4,1,1,2,3,2,5,8,3,3,3,3,3,5,3,3,3,3,4,4,8,4,1,3,2,2,1,3,1,9,3,2,1,1,1,1,38,1981,6,1,14,1,0,0,1,NA,4,2,0.42922088503837585,0.092694878
ESS9e01_1,9,1.1,223,CY,105,1,NA,5,5,5,3,NA,1,NA,1,NA,NA,NA,5,5,NA,NA,1,NA,5,10,NA,NA,NA,6,NA,3,3,3,10,NA,NA,5,7,4,3,2,3,3,2,1,10,2,2,1,1,1,2,NA,NA,1,1,5,0,0,0,3,NA,2,1,0.42922088503837585,0.092694878
ESS9e01_1,9,1.1,388,CY,40,3,NA,4,8,5,3,4,1,2,1,8,6,9,7,9,NA,9,3,7,5,6,8,8,9,6,2,3,3,3,2,2,2,8,5,1,3,1,2,3,2,1,7,4,2,1,1,5,1,16,2002,6,3,9,0,0,0,NA,NA,5,3,1.2876626253128052,0.092694878
ESS9e01_1,9,1.1,434,CY,120,1,NA,3,3,2,4,1,1,1,NA,3,5,5,2,2,2,3,2,5,7,1,2,2,5,5,3,3,3,3,2,3,3,7,2,1,2,2,2,2,3,1,8,3,2,1,1,5,2,58,1960,1,2,9,0,0,0,NA,NA,6,3,0.8584417700767517,0.092694878
ESS9e01_1,9,1.1,445,CY,90,1,NA,3,6,5,3,3,1,3,1,7,9,9,5,5,NA,10,1,4,8,2,3,3,NA,8,6,2,3,3,1,2,1,8,2,2,1,2,3,5,1,1,9,3,2,1,1,2,2,81,1937,1,4,6,0,0,0,3,NA,3,4,0.8600568175315857,0.092694878
ESS9e01_1,9,1.1,455,CY,210,1,NA,4,4,2,2,1,1,2,1,6,1,9,5,7,10,5,1,0,5,3,0,2,4,0,4,1,4,3,0,5,6,0,2,0,1,2,2,3,1,2,10,6,2,1,1,1,1,66,1953,4,1,14,0,0,0,1,40,6,3,0.4297143816947937,0.092694878
ESS9e01_1,9,1.1,505,CY,90,1,NA,2,3,2,2,3,2,3,2,5,5,7,5,2,7,8,1,3,9,5,5,6,7,8,2,2,3,3,3,2,1,8,6,3,3,2,2,2,2,1,8,3,2,1,1,3,2,67,1951,1,4,6,0,0,0,1,NA,3,3,1.2951921224594116,0.092694878
ESS9e01_1,9,1.1,609,CY,120,1,NA,5,5,5,4,1,1,1,1,3,4,5,3,3,3,4,1,NA,8,4,4,4,5,5,NA,3,3,3,5,5,5,8,5,2,1,2,2,3,3,1,6,4,2,1,1,1,2,83,1935,5,4,1,0,0,0,NA,NA,1,3,0.4301493763923645,0.092694878
ESS9e01_1,9,1.1,626,CY,5,5,360,2,2,2,4,2,1,1,1,6,4,6,2,1,5,6,2,NA,7,6,6,6,7,7,6,3,3,3,5,7,5,7,4,3,3,2,2,1,3,1,6,4,2,1,1,3,2,25,1993,6,1,16,1,0,0,1,NA,8,3,1.2876626253128052,0.092694878
ESS9e01_1,9,1.1,712,CY,480,4,120,5,5,10,3,2,1,2,1,5,5,5,5,5,2,2,1,6,10,0,0,0,0,0,NA,3,3,3,3,2,2,7,4,1,3,2,4,2,3,1,10,3,2,1,1,1,2,75,1943,5,1,6,0,0,0,1,NA,4,1,0.4297143816947937,0.092694878
ESS9e01_1,9,1.1,797,CY,60,1,NA,0,5,10,4,1,1,1,1,2,5,6,2,2,5,3,1,NA,7,4,4,5,1,0,9,3,3,3,2,5,7,7,2,3,2,2,2,2,3,1,10,4,2,1,1,2,2,72,1946,1,4,6,0,0,0,1,40,3,3,0.4301493763923645,0.092694878
ESS9e01_1,9,1.1,855,CY,0,5,600,2,9,7,4,2,1,3,3,2,5,7,3,3,4,3,3,NA,8,7,5,4,5,6,9,3,3,3,6,8,7,8,4,3,3,2,2,1,3,1,3,5,2,1,1,4,2,21,1997,6,4,12,0,0,0,NA,NA,NA,1,2.150141954421997,0.092694878
ESS9e01_1,9,1.1,952,CY,120,1,NA,1,1,1,3,3,1,3,2,5,7,1,0,1,6,5,1,8,10,6,5,8,6,7,10,3,4,4,0,0,0,10,4,1,1,2,2,3,2,1,10,5,2,1,1,2,1,65,1953,1,4,6,0,0,0,1,NA,3,3,0.8634613752365112,0.092694878
ESS9e01_1,9,1.1,1057,CY,150,5,240,0,6,5,3,3,3,3,3,4,3,4,2,2,5,3,1,10,9,5,5,5,4,3,4,3,3,3,0,3,2,8,6,2,2,2,3,2,3,1,6,4,2,1,1,2,1,30,1988,NA,3,16,1,0,0,1,NA,NA,1,0.8594287633895874,0.092694878
ESS9e01_1,9,1.1,1061,CY,30,5,180,1,4,4,1,2,1,2,1,2,3,4,1,1,4,3,1,4,5,5,5,5,3,3,1,3,3,3,1,5,7,5,5,4,2,1,2,2,2,1,7,3,2,1,1,2,1,59,1959,1,2,12,1,0,0,2,0,8,2,0.8594287633895874,0.092694878
ESS9e01_1,9,1.1,1081,CY,30,1,NA,1,2,1,4,3,1,3,1,1,1,8,2,2,3,2,1,NA,6,2,3,7,7,3,6,3,3,3,7,5,6,7,3,2,3,2,2,2,3,1,3,5,2,1,1,2,1,73,1946,1,4,6,0,0,0,2,40,NA,3,0.85333251953125,0.092694878
ESS9e01_1,9,1.1,1131,CY,60,1,NA,7,6,3,3,1,1,3,1,5,2,5,5,5,5,4,1,7,8,5,8,8,3,3,7,2,2,3,3,5,2,8,3,4,3,2,1,4,3,1,10,3,2,1,1,1,2,72,1946,4,4,8,0,0,0,1,40,1,2,0.43002840876579285,0.092694878
